"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"225","Alphington","22 Lowther St",3,"h",1165000,"S","Barry","27/06/2016",6.4,3078,3,1,2,979,146.861538586252,1970,"Yarra",-37.7792,145.029
"226","Alphington","6/11 Broomfield Av",2,"u",530000,"S","Jellis","27/11/2016",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"227","Alphington","11 Margaret Gr",4,"h",1900000,"SP","McGrath","27/11/2016",6.4,3078,4,2,2,556,272,1930,"Yarra",-37.7844,145.0225
"229","Alphington","6 Naroon Rd",3,"h",1485000,"SP","McGrath","28/08/2016",6.4,3078,3,0,0,597,146.861538586252,1970,"Darebin",-37.7781,145.0284
"230","Alphington","42 Shiers St",4,"h",1950000,"S","Jellis","30/07/2016",6.4,3078,4,2,3,589,210,1920,"Darebin",-37.7719,145.0309
"231","Altona","158 Queen St",3,"h",520000,"VB","Greg","3/09/2016",13.8,3018,3,2,1,352,242,2015,"Hobsons Bay",-37.87,144.825
"233","Altona","1/123 Blyth St",2,"t",720000,"S","hockingstuart","4/02/2016",13.8,3018,2,1,2,292,125,2013,"Hobsons Bay",-37.8687,144.8197
"234","Altona","4 Blyth St",3,"h",1120000,"S","Barlow","4/03/2017",13.8,3018,3,1,2,506,120,1930,"Hobsons Bay",-37.8693,144.8375
"235","Altona","20 Linnet St",4,"h",780000,"PI","Sweeney","4/06/2016",13.8,3018,4,1,4,655,146.861538586252,1970,"Hobsons Bay",-37.868,144.8154
"237","Altona","1/170 Blyth St",3,"u",630000,"S","Barlow","6/08/2016",13.8,3018,2,1,2,311,94,1955,"Hobsons Bay",-37.8702,144.8143
"239","Altona","156 Maidstone St",3,"h",660000,"VB","Greg","7/05/2016",13.8,3018,3,1,1,602,123,1955,"Hobsons Bay",-37.8616,144.8116
"240","Altona","11 Keeshan Ct",3,"h",683500,"S","Greg","7/11/2016",13.8,3018,3,1,1,530,146.861538586252,1970,"Hobsons Bay",-37.8594,144.817
"241","Altona","1/4 Deavey Ct",2,"u",540000,"VB","hockingstuart","8/10/2016",13.8,3018,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"242","Altona","1/136 Queen St",2,"u",580000,"S","Barlow","8/10/2016",13.8,3018,2,1,1,225,93,1988,"Hobsons Bay",-37.8696,144.827
"244","Altona","1/265 Queen St",3,"t",8e+05,"SP","hockingstuart","8/10/2016",13.8,3018,3,2,2,280,146.861538586252,1997,"Hobsons Bay",-37.8734,144.8143
"245","Altona","3/26 Grieve Pde",2,"u",510000,"S","Village","10/09/2016",13.8,3018,2,1,1,127,76,1990,"Hobsons Bay",-37.8686,144.8182
"246","Altona","261 Queen St",4,"h",1070000,"S","Barlow","10/09/2016",13.8,3018,4,2,2,695,146.861538586252,1970,"Hobsons Bay",-37.8733,144.8147
"248","Altona","1/60 David St",3,"u",605000,"S","Jas","10/12/2016",13.8,3018,3,2,2,230,146.861538586252,1970,"Hobsons Bay",-37.8646,144.827
"249","Altona","1A Merritt Ct",3,"t",705000,"S","hockingstuart","11/02/2017",13.8,3018,3,2,2,197,152,1970,"Hobsons Bay",-37.8579,144.8181
"252","Altona","24 Wren St",4,"h",845000,"S","hockingstuart","11/02/2017",13.8,3018,4,1,2,745,130,1950,"Hobsons Bay",-37.8658,144.8155
"253","Altona","54 Seves St",3,"h",766000,"S","Williams","11/03/2017",13.8,3018,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"254","Altona","1/152 Blyth St",3,"t",743000,"SP","Gunn&Co","12/11/2016",13.8,3018,3,2,2,211,176,1970,"Hobsons Bay",-37.8698,144.816
"255","Altona","2/6 Galvin St",3,"t",650000,"SP","Williams","12/11/2016",13.8,3018,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"257","Altona","10 Wilga Av",3,"t",916500,"S","hockingstuart","13/08/2016",13.8,3018,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"258","Altona","164 Maidstone St",3,"h",635000,"S","Sweeney","14/05/2016",13.8,3018,3,1,4,625,146.861538586252,1960,"Hobsons Bay",-37.8611,144.8114
"259","Altona","3/25 Rayner St",2,"u",620000,"SP","hockingstuart","14/05/2016",13.8,3018,2,1,1,168,146.861538586252,1970,"Hobsons Bay",-37.8676,144.8202
"260","Altona","3/46 Sargood St",2,"u",447000,"S","Burnham","15/10/2016",13.8,3018,2,1,1,137,77,1990,"Hobsons Bay",-37.8655,144.8299
"262","Altona","22 Fenfield St",3,"h",678000,"S","hockingstuart","16/04/2016",13.8,3018,3,1,2,606,87,1950,"Hobsons Bay",-37.8608,144.8124
"263","Altona","5/8 David St",2,"u",580000,"PI","Biggin","16/07/2016",13.8,3018,2,2,1,175,76,2013,"Hobsons Bay",-37.8687,144.8268
"264","Altona","1/28 Seves St",3,"h",712000,"S","hockingstuart","17/09/2016",13.8,3018,3,1,2,363,146.861538586252,1970,"Hobsons Bay",-37.8674,144.8375
"265","Altona","27 McIntyre Dr",3,"h",840000,"SP","Greg","18/03/2017",13.8,3018,3,2,2,534,136,1965,"Hobsons Bay",-37.86,144.8245
"266","Altona","4 Boyd St",3,"h",980000,"S","Barlow","19/11/2016",13.8,3018,3,1,2,724,146.861538586252,1970,"Hobsons Bay",-37.8672,144.817
"267","Altona","5a Emu Av",4,"h",1e+06,"S","Barlow","19/11/2016",13.8,3018,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"268","Altona","12 Spear Ct",3,"t",605100,"S","hockingstuart","22/05/2016",13.8,3018,3,2,0,265,146.861538586252,1970,"Hobsons Bay",-37.8583,144.8172
"269","Altona","185 Queen St",3,"h",880000,"PI","Barlow","22/08/2016",13.8,3018,3,3,1,577,146.861538586252,1970,"Hobsons Bay",-37.8699,144.8235
"270","Altona","3/20 Mulga St",3,"u",577000,"S","Williams","23/04/2016",13.8,3018,3,2,1,205,113,2007,"Hobsons Bay",-37.8684,144.815
"271","Altona","95 Blyth St",4,"h",1076960.67115367,"SN","hockingstuart","25/02/2017",13.8,3018,4,2,3,504,146.861538586252,1970,"Hobsons Bay",-37.8677,144.8252
"272","Altona","51 Millers Rd",4,"h",1030000,"S","Barlow","25/02/2017",13.8,3018,4,1,0,797,146.861538586252,1970,"Hobsons Bay",-37.8663,144.8387
"273","Altona","2/119 Railway St N",3,"u",605000,"S","Barlow","25/02/2017",13.8,3018,3,1,2,181,146.861538586252,1970,"Hobsons Bay",-37.8659,144.822
"274","Altona","12 Ransom Av",3,"h",685000,"S","Barlow","25/02/2017",13.8,3018,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"276","Altona","24 McIntyre Dr",3,"h",753000,"S","Barlow","27/06/2016",13.8,3018,3,2,2,529,146.861538586252,1970,"Hobsons Bay",-37.8612,144.8247
"277","Altona","104 Maidstone St",2,"h",857000,"SP","hockingstuart","27/11/2016",13.8,3018,2,2,1,675,100,1950,"Hobsons Bay",-37.8653,144.8129
"278","Altona","49 Bent St",3,"h",1500000,"S","Barlow","28/05/2016",13.8,3018,3,1,1,929,146.861538586252,1970,"Hobsons Bay",-37.8651,144.832
"280","Altona","15 Kookaburra St",3,"h",9e+05,"S","Sweeney","28/05/2016",13.8,3018,3,1,4,697,146.861538586252,1970,"Hobsons Bay",-37.871,144.8075
"281","Altona","219 Civic Pde",3,"h",740000,"S","Greg","28/08/2016",13.8,3018,3,1,2,604,146.861538586252,1970,"Hobsons Bay",-37.8631,144.8195
"282","Altona","3 Curtin Ct",4,"h",931000,"S","Sweeney","28/08/2016",13.8,3018,4,2,3,532,146.861538586252,1970,"Hobsons Bay",-37.8637,144.8365
"283","Altona","2/60 David St",2,"h",535600,"SP","Compton","30/07/2016",13.8,3018,2,1,1,154,91,1996,"Hobsons Bay",-37.8646,144.8272
"284","Altona North","1 Beuron Rd",3,"h",1076960.67115367,"SP","Williams","3/09/2016",11.1,3025,3,1,1,620,108,1950,"Hobsons Bay",-37.829,144.848
"286","Altona North","4 Knapp St",3,"h",781000,"S","Jas","3/09/2016",11.1,3025,3,1,2,533,117,1970,"Hobsons Bay",-37.8291,144.835
"287","Altona North","103 Sixth Av",4,"h",857500,"S","hockingstuart","3/09/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"288","Altona North","80A Hansen St",4,"h",960000,"S","Sweeney","4/03/2017",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"289","Altona North","21 Hatherley Gr",3,"h",750000,"SP","Jas","4/03/2017",11.1,3025,3,1,3,554,146.861538586252,1970,"Hobsons Bay",-37.8449,144.85
"291","Altona North","153 Mills St",3,"h",1405000,"S","Sweeney","4/03/2017",11.1,3025,3,1,3,655,146.861538586252,1970,"Hobsons Bay",-37.8338,144.8562
"292","Altona North","1/70 Misten Av",2,"h",1076960.67115367,"S","hockingstuart","4/03/2017",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"293","Altona North","33 Carthy St",3,"h",683000,"S","FN","4/06/2016",11.1,3025,3,1,2,534,167,1967,"Hobsons Bay",-37.8284,144.8355
"294","Altona North","47 Ginifer Av",3,"h",1076960.67115367,"SN","Barry","4/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"295","Altona North","16 Harris St",3,"h",623000,"S","Sweeney","4/06/2016",11.1,3025,3,1,3,540,146.861538586252,1970,"Hobsons Bay",-37.8267,144.8368
"297","Altona North","58a Clematis Av",4,"t",780000,"S","hockingstuart","7/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"298","Altona North","1/77 Hansen St",3,"u",720000,"S","hockingstuart","7/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"299","Altona North","21 Joel Av",3,"h",705000,"SP","Village","7/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"300","Altona North","1/95 Mills St",3,"h",588000,"S","Williams","7/05/2016",11.1,3025,3,1,1,328,118,1970,"Hobsons Bay",-37.838,144.8555
"301","Altona North","2/5 Stapley Cr",4,"h",720000,"VB","hockingstuart","7/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"302","Altona North","5 Binns St",3,"h",710000,"PI","Village","7/11/2016",11.1,3025,3,1,3,540,116,1960,"Hobsons Bay",-37.8294,144.8378
"303","Altona North","2/9 First Av",2,"h",550000,"SP","RT","7/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"304","Altona North","1/28 Irwin Av",3,"u",640000,"VB","hockingstuart","7/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"305","Altona North","3/49 Misten Av",3,"h",537500,"SP","hockingstuart","7/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"306","Altona North","29a The Broadway",4,"t",1076960.67115367,"PN","Williams","7/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"307","Altona North","25 Allan St",4,"h",875000,"SP","Jas","8/10/2016",11.1,3025,3,1,4,559,169,1965,"Hobsons Bay",-37.8448,144.8529
"308","Altona North","9 Fourth Av",3,"h",8e+05,"S","Barlow","8/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"309","Altona North","11a Edward Av",3,"t",713500,"S","Greg","10/09/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"311","Altona North","21 Hatherley Gr",3,"h",7e+05,"VB","Jas","10/12/2016",11.1,3025,3,1,3,554,146.861538586252,1970,"Hobsons Bay",-37.8449,144.85
"312","Altona North","1B Paproth Gr",2,"h",551000,"SP","RT","10/12/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"313","Altona North","7 Seventh Av",3,"h",685000,"SP","Greg","10/12/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"314","Altona North","1/256 Mason St",2,"t",640000,"S","Williams","11/03/2017",11.1,3025,2,1,1,252,146.861538586252,1965,"Hobsons Bay",-37.8397,144.8602
"315","Altona North","21 Allan St",4,"h",650000,"SP","Williams","12/06/2016",11.1,3025,4,1,4,558,146.861538586252,1970,"Hobsons Bay",-37.8451,144.8529
"316","Altona North","56a First Av",3,"h",925000,"SP","RT","12/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"317","Altona North","63a First Av",3,"h",1076960.67115367,"PI","RT","13/08/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"318","Altona North","59 Misten Av",2,"h",1076960.67115367,"PI","Greg","13/08/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"319","Altona North","85a First Av",3,"t",670000,"VB","Greg","14/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"320","Altona North","22 Joel Av",3,"h",680000,"SP","Hunter","14/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"321","Altona North","11 Mahon Av",3,"h",765000,"S","Greg","14/05/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"322","Altona North","2/36 May St",3,"h",675000,"S","hockingstuart","14/05/2016",11.1,3025,3,2,2,171,109,2012,"Hobsons Bay",-37.8337,144.8554
"323","Altona North","11 Beevers St",3,"h",708000,"S","Greg","15/10/2016",11.1,3025,3,1,2,585,97,1960,"Hobsons Bay",-37.8258,144.8523
"324","Altona North","2/10 Cleghorn Av",3,"t",656000,"SP","Gunn&Co","15/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"325","Altona North","2 Edward Av",4,"h",883000,"S","hockingstuart","15/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"326","Altona North","10 Murphy St",4,"h",965000,"SP","Gunn&Co","15/10/2016",11.1,3025,4,1,4,851,146.861538586252,1970,"Hobsons Bay",-37.8345,144.8444
"327","Altona North","128 Second Av",3,"h",870000,"S","Hunter","15/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"328","Altona North","5/24 Valerian Av",3,"h",681000,"PI","Village","15/10/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"329","Altona North","2/31 Cooper Av",2,"h",522500,"SA","hockingstuart","16/07/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"331","Altona North","1/36 Amaranth Av",3,"t",590000,"PI","RT","18/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"332","Altona North","3/36 Amaranth Av",2,"h",450000,"PI","RT","18/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"333","Altona North","61 Cooper Av",3,"h",765000,"S","Greg","18/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"334","Altona North","10 Freemans St",3,"h",750000,"VB","Greg","18/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"335","Altona North","16 Beevers St",3,"h",680000,"S","Sweeney","19/11/2016",11.1,3025,3,1,3,551,146.861538586252,1970,"Hobsons Bay",-37.8254,144.8514
"337","Altona North","150A McIntosh Rd",2,"t",510000,"SP","Williams","19/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"339","Altona North","31 Duosa Rd",3,"h",923000,"S","Greg","22/05/2016",11.1,3025,3,1,2,740,146.861538586252,1970,"Hobsons Bay",-37.8269,144.8455
"340","Altona North","252 Millers Rd",4,"h",693000,"SP","Raine&Horne","22/05/2016",11.1,3025,4,2,4,315,170,2008,"Hobsons Bay",-37.8391,144.8467
"342","Altona North","19 Cleghorn Av",3,"h",8e+05,"S","Buxton","22/08/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"343","Altona North","2 Gadsden St",3,"h",728500,"S","Jas","22/08/2016",11.1,3025,3,1,1,531,157,1960,"Hobsons Bay",-37.8277,144.8385
"344","Altona North","24 Hansen St",3,"h",931000,"S","hockingstuart","22/08/2016",11.1,3025,3,2,1,590,160,1950,"Hobsons Bay",-37.8382,144.8649
"345","Altona North","4 Prismall St",3,"h",988000,"S","Sweeney","22/08/2016",11.1,3025,3,1,4,715,146.861538586252,2008,"Hobsons Bay",-37.8423,144.8632
"346","Altona North","1/21 Freemans Rd",3,"h",590000,"SP","RT","23/04/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"347","Altona North","122 McIntosh Rd",3,"h",590000,"S","Village","23/04/2016",11.1,3025,3,1,2,561,146.861538586252,1970,"Hobsons Bay",-37.8444,144.8491
"348","Altona North","35 May St",2,"h",610000,"S","RT","24/09/2016",11.1,3025,2,1,2,691,146.861538586252,1970,"Hobsons Bay",-37.834,144.8553
"349","Altona North","29 Cyclamen Av",2,"h",1076960.67115367,"PI","Jas","25/02/2017",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"350","Altona North","6 Hill St",3,"h",815000,"S","hockingstuart","25/02/2017",11.1,3025,3,2,3,555,130,1960,"Hobsons Bay",-37.8318,144.8388
"351","Altona North","84 May St",4,"h",970000,"S","Greg","25/02/2017",11.1,3025,4,1,2,708,146.861538586252,1970,"Hobsons Bay",-37.833,144.8494
"352","Altona North","81 Fifth Av",4,"h",840000,"S","hockingstuart","26/07/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"353","Altona North","23 Huxtable Av",3,"h",840000,"S","Sweeney","26/07/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"354","Altona North","155 Chambers Rd",4,"h",760000,"S","Hunter","27/06/2016",11.1,3025,4,1,3,668,146.861538586252,1970,"Hobsons Bay",-37.8262,144.8439
"355","Altona North","61a First Av",3,"h",852500,"S","RT","27/06/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"356","Altona North","268d Mason St",4,"t",847500,"S","RT","27/06/2016",11.1,3025,4,3,1,252,146.861538586252,1970,"Hobsons Bay",-37.8393,144.8568
"357","Altona North","5 Cresser St",4,"h",1200000,"SP","RT","27/11/2016",11.1,3025,4,1,4,633,158,1960,"Hobsons Bay",-37.8375,144.8541
"358","Altona North","1/33 Fifth Av",3,"h",630000,"S","RT","27/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"359","Altona North","1/8 Fourth Av",3,"h",1076960.67115367,"PI","Hunter","27/11/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"360","Altona North","107 McIntosh Rd",3,"h",7e+05,"SP","Hunter","27/11/2016",11.1,3025,3,1,1,557,146.861538586252,1970,"Hobsons Bay",-37.8441,144.8505
"361","Altona North","10 Knapp St",3,"h",625000,"PI","Hunter","28/05/2016",11.1,3025,3,1,1,536,146.861538586252,1970,"Hobsons Bay",-37.8285,144.8351
"363","Altona North","56a MacDonald Av",3,"t",640000,"PI","hockingstuart","28/08/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"364","Altona North","126 Sixth Av",3,"h",8e+05,"SP","RT","30/07/2016",11.1,3025,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"365","Armadale","24 Hume St",3,"h",1076960.67115367,"S","RT","3/09/2016",6.3,3143,2,1,1,305,146.861538586252,1970,"Stonnington",-37.8573,145.0226
"367","Armadale","1/42 Adelaide St",2,"u",550000,"VB","Noel","3/12/2016",6.3,3143,2,1,0,861,146.861538586252,1970,"Stonnington",-37.8539,145.0284
"369","Armadale","4/769 High St",3,"t",1205000,"S","Jellis","3/12/2016",6.3,3143,3,2,2,101,105,2000,"Stonnington",-37.854,145.0135
"370","Armadale","12 Huntingtower Rd",3,"h",1076960.67115367,"S","Jellis","3/12/2016",6.3,3143,3,2,2,588,168,1930,"Stonnington",-37.8546,145.0245
"374","Armadale","1/7 Railway Av",2,"u",585000,"SP","hockingstuart","3/12/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"375","Armadale","65 Barkly Av",3,"h",2050000,"S","Marshall","4/03/2017",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"377","Armadale","6 Cambridge St",4,"h",1076960.67115367,"SN","Thomson","4/03/2017",6.3,3143,4,2,1,211,146.861538586252,1970,"Stonnington",-37.859,145.0172
"379","Armadale","6 Fulton St",2,"h",1076960.67115367,"PI","Marshall","4/03/2017",6.3,3143,2,1,1,183,146.861538586252,1970,"Stonnington",-37.8538,145.0123
"380","Armadale","21 Lambeth Av",3,"h",1076960.67115367,"S","Jellis","4/03/2017",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"382","Armadale","7/53 Wattletree Rd",1,"u",1076960.67115367,"SP","hockingstuart","4/03/2017",6.3,3143,1,1,0,881,146.861538586252,1970,"Stonnington",-37.8614,145.0222
"384","Armadale","12 Willis St",3,"h",2050000,"S","Marshall","4/03/2017",6.3,3143,3,2,1,205,116,1910,"Stonnington",-37.8574,145.0281
"385","Armadale","12 Alleyne Av",4,"h",1076960.67115367,"S","RT","4/06/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"390","Armadale","37 Barkly Av",2,"h",1930000,"S","Jellis","6/08/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"392","Armadale","17 Egerton Rd",4,"h",1076960.67115367,"S","Marshall","7/05/2016",6.3,3143,4,1,2,500,146.861538586252,1970,"Stonnington",-37.8623,145.0223
"395","Armadale","538a Orrong Rd",3,"t",1586000,"S","RT","7/05/2016",6.3,3143,2,2,2,246,146.861538586252,1970,"Stonnington",-37.8566,145.0116
"396","Armadale","557 Orrong Rd",4,"h",1076960.67115367,"S","Jellis","7/05/2016",6.3,3143,4,2,2,369,176,1930,"Stonnington",-37.8548,145.0113
"397","Armadale","5/68 Rose St",3,"t",1076960.67115367,"S","Jellis","7/05/2016",6.3,3143,2,2,1,175,158,1970,"Stonnington",-37.8515,145.02
"401","Armadale","10 William St",1,"h",1435000,"SP","Jellis","8/10/2016",6.3,3143,2,2,1,144,107,1900,"Stonnington",-37.8564,145.0228
"402","Armadale","11 Adelaide St",4,"h",1076960.67115367,"SN","hockingstuart","10/09/2016",6.3,3143,3,4,2,662,292,1920,"Stonnington",-37.8549,145.0276
"405","Armadale","54 Denbigh Rd",4,"h",1076960.67115367,"SP","Jellis","10/12/2016",6.3,3143,4,2,2,551,208,1890,"Stonnington",-37.8566,145.0161
"407","Armadale","47 Northcote Rd",3,"h",1076960.67115367,"SP","Jellis","10/12/2016",6.3,3143,3,2,0,246,204,1890,"Stonnington",-37.8533,145.0169
"409","Armadale","6A Munro St",3,"h",1076960.67115367,"S","Jellis","12/11/2016",6.3,3143,3,2,1,242,143,1915,"Stonnington",-37.8534,145.0185
"410","Armadale","40 New St",2,"h",1210000,"S","Marshall","12/11/2016",6.3,3143,2,1,0,249,96,1910,"Stonnington",-37.8543,145.016
"413","Armadale","595 Orrong Rd",3,"h",1076960.67115367,"S","Jellis","13/08/2016",6.3,3143,2,2,2,292,146,1910,"Stonnington",-37.8523,145.0116
"414","Armadale","3 Wattletree Rd",3,"h",1076960.67115367,"SN","Gary","14/05/2016",6.3,3143,3,2,1,482,182,1930,"Stonnington",-37.8606,145.0157
"415","Armadale","7/53 Wattletree Rd",1,"u",390000,"S","Jellis","14/05/2016",6.3,3143,1,1,0,881,146.861538586252,1970,"Stonnington",-37.8614,145.0222
"416","Armadale","2b Denbigh Rd",3,"h",1076960.67115367,"S","Jellis","15/10/2016",6.3,3143,3,2,1,228,111,1915,"Stonnington",-37.8603,145.0155
"417","Armadale","791 High St",3,"h",1800000,"PI","RT","15/10/2016",6.3,3143,3,2,2,405,121,1910,"Stonnington",-37.8545,145.0145
"418","Armadale","22 Lambeth Av",4,"h",1076960.67115367,"SN","hockingstuart","15/10/2016",6.3,3143,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
